0,1,8,87,87.1,87.2,246,260,301,312,470,474,490,508,508.1,508.2,557,596,633,633.1,633.2,633.3,634,634.1,702.1,702.2,702.3,702.4,702.5,702.6,702.7,702.8,702.9,702.1,702.11,702.12,702.13,702.14,702.15,702.16,702.17,702.18,702.19,$<icat1:3>,41,551,600,600.1,600.2,600.3,600.4,600.5,600.6,600.7,600.8,600.9,600.1
am     a,CKEY8216573,181023n                      000 0 eng u,C1645/19,,,Art Pepper interviewed by Stan Britt (3rd interview),not after 2014,27 min. 19 sec.,a,,,Stan Britt collection,"Stan Britt interviews Art Pepper ahead of a show with his band. Art discusses his working and personal relationships with various musicians, his health, and his experiences performing in different environments.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Pepper, Art, 1925-1982 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,"Pepper, Art, 1925-1982","Cables, George",,,,,,,,,
am     a,CKEY8216682,181023n                      000 0 eng u,C1645/20,,,Dear Jonny B,not after 2014,7 min. 16 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216663,181023n                      000 0 eng u,C1645/20,,,Mexican Garden - Tubby Hayes Quartet,not after 2014,51 min. 48 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216854,181023n                      000 0 eng u,C1645/20,,,Off the wagon,not after 2014,8 min. 36 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216684,181023n                      000 0 eng u,C1645/20,,,Tremton Place,not after 2014,5 min. 18 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216685,181023n                      000 0 eng u,C1645/20,,,The second city steamer,not after 2014,5 min. 34 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216687,181023n                      000 0 eng u,C1645/20,,,Blues in orbit,not after 2014,3 min. 29 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216688,181023n                      000 0 eng u,C1645/20,,,A dedication to joy,not after 2014,7 min. 10 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216689,181023n                      000 0 eng u,C1645/20,,,Mexican Green,not after 2014,13 min. 56 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Tubby Hayes Quartet,"Hayes, Tubby, 1935-1973 (composer / arranger / saxophone)","Mathewson, Ron, 1944- (bass)","Levin, Tony, 1940- (drums)","Pyne, Mick, 1940-1995 (piano)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8255490,181023n                      000 0 eng u,C1645/21,,,Marcus Roberts interviewed by Stan Britt (1st interview),29/08/1991,32 min. 16 sec.,a,,,Stan Britt collection,"Stan Britt interviews jazz pianist Marcus Roberts. Topics of discussion include: early influences and introductions to jazz; paying tribute to his idols with the album ""alone with three giants""; deciding to produce a Christmas album.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Roberts, Marcus, 1963- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"EMI House, Manchester Square, London, England, UK","Roberts, Marcus, 1963-",,,,,,,,,,
am     a,CKEY8216581,181023n                      000 0 eng u,C1645/22,,,Ian Carr interviewed by Stan Britt,not after 2014,46 min. 35 sec.,a,,,Stan Britt collection,"Ian Carr, talking to Stan Britt, discusses, among other things, his prefered instrument brands and types, and his procedure for songwriting.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Carr, Ian, 1933-2009 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Interviewee's apartment, Lowndes Square, London, England, UK","Carr, Ian, 1933-2009",,,,,,,,,,
am     a,CKEY8216588,181023n                      000 0 eng u,C1645/22,,,Stanley Clarke interviewed by Stan Britt,not after 2014,41 min. 39 sec.,a,,,Stan Britt collection,"Stan Britt interviews Stanley Clarke. They mostly discuss Clarke's work with Return to Forever, and songwriting processes.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Clarke, Stanley, 1951- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Music Week, London, England, UK","Clarke, Stanley, 1951-",Return To Forever,,,,,,,,,
am     a,CKEY8216762,181023n                      000 0 eng u,C1645/23,,,Dick Morrissey interviewed by Stan Britt (3rd interview; part 3),23/05/1986,19 min. 43 sec.,a,,,Stan Britt collection,"Stan Britt interviews Dick Morrissey. Morrissey discusses his live stage work, and work on various albums collaborating with other musicians.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Morrissey, Dick, 1940-2000 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Interviewee's[?] apartment, Streatham, London, England, UK","Morrissey, Dick, 1940-2000",,,,,,,,,,
am     a,CKEY8216770,181023n                      000 0 eng u,C1645/23,,,[Unidentified speaker interviewed by Stan Britt],not after 2014,4 min. 14 sec.,a,,,Stan Britt collection,Stan Britt interviews an unidentified male speaker about approaches to producing a record and managing musicians in the studio.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"unidentified (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,,,,,,,,,,,
am     a,CKEY8216838,181023n                      000 0 eng u,C1645/24,,,June Tabor interviewed by Stan Britt (1st interview),14/08/1989,28 min. 15 sec.,a,,,Stan Britt collection,Stan Britt interviews June Tabor about her decision to move away from folk to produce a jazz album.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Tabor, June (speaker, female; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Music Week, London, England, UK","Tabor, June",,,,,,,,,,
am     a,CKEY8216843,181023n                      000 0 eng u,C1645/24,,,Brian Dee interviewed by Stan Britt (1st interview),12/09/1989,1 hr. 05 min. 28 sec.,a,,,Stan Britt collection,Stan Britt interviews Brian Lee. They discuss differences between American and British jazz musicians and how Brian developed his own style of performing.,"Stan suggests continuing on a new tape at the end of the recording, however there is no obvious continuation in the collection.",,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Dee, Brian, 1936- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Interviewee's[?] flat, Streatham Hill, London, England, UK","Dee, Brian, 1936-","Alexander, Monty, 1944-","Barron, Kenny, 1943-","Drew, Kenny, 1928-1993","Miller, Mulgrew, 1955-2013",,,,,,
am     a,CKEY8216683,181023n                      000 0 eng u,C1645/25,,,Our love [dubbing],not after 2014,4 min. 14 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Popular music,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8216937,181023n                      000 0 eng u,C1645/26,,,[Stan Britt interviewed by Roger Dalleywater on BBC Radio Kent],19/03/1989,1 hr. 01 min. 36 sec.,a,BBC Radio Kent 1989-03-19,Just jazz,Stan Britt collection,"Roger Dalleywater presents a selection of jazz music in his program ""just jazz"". At 44'30"" (13'43"" into side 2 of the tape) Dalleywater introduces Stan Britt who talks about the work of saxophonist Dexter Gordon, with reference to his biography written by Britt.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,Radio programmes,,,Category: Popular music. Jazz,,"Dalleywater, Roger (speaker, male; interviewer)","Britt, Stan, 1935-2014 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,"Britt, Stan, 1935-2014","Gordon, Dexter, 1923-1990",,,,,,,,,
am     a,CKEY8217081,181023n                      000 0 eng u,C1645/27,,,Tony Bennett interviewed by Stan Britt (1st interview),25/05/1905,12 min. 51 sec.,a,,,Stan Britt collection,"Stan Britt interviews Tony Bennett at the Manchester Free Trade Hall. They discuss Bennett's tour with Count Basie and his experiences with the band, comparing the Nassau jazz festival with Manchester, and they talk about Bennet's greatest hits compilation.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Bennett, Tony, 1926- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Free Trade Hall, Manchester, England, UK","Bennett, Tony, 1926-","Basie, Count, 1904-1984","Herman, Woody, 1913-1987",,,,,,,,
am     a,CKEY8217101,181023n                      000 0 eng u,C1645/27,,,John Bunch interviewed by Stan Britt (1st interview),25/05/1905,25 min. 29 sec.,a,,,Stan Britt collection,Stan Britt interviews John Bunch at the Manchester Free Trade Hall. Stan asks John about his experiences accompanying Tony Bennett and the differences between accompanying different kinds of singers.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Bunch, John, 1921-2010 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Free Trade Hall, Manchester, England, UK","Bennett, Tony, 1926-","Sinatra, Frank, 1915-1998","Bunch, John, 1921-2010","Fitzgerald, Ella, 1917-1996","Vaughan, Sarah, 1924-1990",,,,,,
am     a,CKEY8217106,181023n                      000 0 eng u,C1645/27,,,Count Basie interviewed by Stan Britt (1st interview),25/05/1905,15 min. 15 sec.,a,,,Stan Britt collection,Stan Britt interviews Count Basie at the Manchester Free Trade Hall. Stan asks Basie about his experiences performing with Tony Bennett and his opinions of his band members at the time. Basie is also asked for his thoughts on a number of jazz singers and other jazz pianists.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Basie, Count, 1904-1984 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Free Trade Hall, Manchester, England, UK","Bennett, Tony, 1926-","Basie, Count, 1904-1984",,,,,,,,,
am     a,CKEY8217114,181023n                      000 0 eng u,C1645/28,,,Robert Parker interviewed by Stan Britt (2nd interview),not after 2014,1 hr. 18 min. 11 sec.,a,,,Stan Britt collection,"Stan Britt interviews Robert Parker abour his processes for transferring and restoring jazz classics including the work of Benny Goodman. He talks about his selection process for choosing which records to restore and how to go about it, as well as changing technology and how it has changed his work flow. Goodman also discusses his work on radio programmes including 'jazz classics in stereo'.","This interview is followed by a series of jazz performances (C1645/28 S2 C2), possibly classic jazz records restored by Parker and presented to Stan Britt as examples. The interview is preceeded by 5 seconds of another person speaking (probably taped over).",,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,Category: World and traditional music. World and traditional music,"Parker, Robert (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,"Parker, Robert","Goodman, Benny, 1909-1986",,,,,,,,,
am     a,CKEY8217167,181023n                      000 0 eng u,C1645/28,,,[Jazz song selection],not after 2014,15 min. 19 sec.,a,,,Stan Britt collection,"This is a selection of jazz recordings. It follows an interview with Robert Parker by Stan Britt, in which Parker discusses transferring and restoring classic jazz recordings. It could be that these recordings are examples that Parker has worked on and is playing to Stan Britt.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8217275,181023n                      000 0 eng u,C1645/29,,,Norma Winstone interviewed by Stan Britt,not after 2014,44 min. 14 sec.,a,,,Stan Britt collection,Stan Britt interviews Norma Winstone; she discusses her early influences and how she got in to the jazz scene. They both discuss in depth the work of Frank Sinatra and Nelson Riddle.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Winstone, Norma, 1941- (speaker, female; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,,"Winstone, Norma, 1941-","Riddle, Nelson, 1921-1985","Sinatra, Frank, 1915-1998",,,,,,,,
am     a,CKEY8255556,181023n                      000 0 eng u,C1645/30,,,Don Costa interviewed by Stan Britt (1st interview),not after 2014,10 min. 09 sec.,a,,,Stan Britt collection,Stan Britt interviews American record producer Don Costa. Topics of discussion include working with Sarah Vaughan and Dinah Washington.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Costa, Don (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK?","Costa, Don",,,,,,,,,,
am     a,CKEY8217293,181023n                      000 0 eng u,C1645/31,,,Ron Pedley interviewed by Stan Britt (1st solo interview),not after 2014,46 min. 45 sec.,a,,,Stan Britt collection,"Stan Britt interviews Ron Pedley about his work with Uncle Festive. Pedley discusses changes to the lineup and the challenges of appealing to a wider audience, particularly in Britain.",A lady (identified as Margaret) is mentioned and says a few words within the interview.,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Pedley, Ron (speaker, male; interviewee)","unidentified (speaker, female)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,,Uncle Festive,"Pedley, Ron",,,,,,,,,
